0.111949353915	-5.24512672184e-07
0.237197299288	-2.79446562561e-06
0.397304141236	-6.53925373293e-06
0.561792024026	-1.05162000972e-05
0.72730990822	-1.45262693327e-05
0.893072601941	-1.85442908847e-05
1.05889204591	-2.25683890863e-05
1.22472427176	-2.65932880198e-05
1.39055927254	-3.06183889766e-05
1.55639478989	-3.46435021549e-05
1.72223050593	-3.86685823442e-05
1.88806622196	-4.26934397522e-05
2.053901938	-4.67182240549e-05
2.21973765403	-5.07429437094e-05
2.38557337007	-5.47675950988e-05
2.55035912409	0.00322181180234
2.71699344463	0.0254827999787
2.8793666536	0.0583567692192
3.04182432759	0.0920415090038
3.20421778105	0.125733095919
3.36659928237	0.159423740107
3.52897758604	0.193113757074
3.69135511823	0.226803613027
3.85373272161	0.260493484418
4.01611034437	0.294183360259
4.17596361328	0.339215738527
4.33284898933	0.391771775619
4.48990691217	0.445047282798
4.64705627261	0.498357890072
4.80399628349	0.551643926316
4.9608108346	0.604926018711
5.11788909765	0.658286248434
5.27492992168	0.711645564901
5.43194299263	0.764985999018
5.58892547144	0.818306023883
5.74592342102	0.871630004573
5.902944169	0.924961634218
6.05996938317	0.978294652958
6.21699510553	1.03162782288
6.37402082796	1.08496099262
6.53104655022	1.13829416285
6.6880722725	1.19162733303
6.84509798189	1.24496049998
7.00212370953	1.29829367496
7.15914943058	1.35162684875
7.31617513905	1.40496001841
7.47320084138	1.45829318554
7.63022655061	1.51162635293
7.78725225377	1.56495951763
7.94427798174	1.61829269165
8.10130370313	1.67162586445
8.25842724192	1.72152653128
8.4219479036	1.75810629644
8.58441752383	1.79204433714
8.74583514961	1.82226873256
8.91166269629	1.83798824891
9.07717143159	1.85137013735
9.2417063785	1.86132356963
9.40918220107	1.8567760296
9.57502367071	1.84992231503
9.74033258212	1.82849587979
9.90247666115	1.78955958006
10.0634189453	1.74904965614
10.2220947862	1.69403579069
10.3753380675	1.63076279889
10.5284670145	1.56724105269
10.6816484763	1.50368330896
10.8348219388	1.44012847458
10.9851664546	1.37243180394
11.1320048695	1.29623823673
11.2789707976	1.21899236794
11.425766397	1.14181780624
11.5725538595	1.06464616937
11.7193398612	0.987475269073
